price,mileage,power,make_model,date,fuel,gear,offer_type,version,link;
17990,25000,200.0,Kawasaki Ninja H2,03/2018,Gasoline,Manual,Used,SX SE,/offers/kawasaki-ninja-h2-sx-se-gasoline-green-01e9d123-f4da-4f52-978e-59dc9b0fb5a1;
15500,9803,125.0,BMW R 1200 GS,03/2016,Gasoline,Automatic,Used,,/offers/bmw-r-1200-gs-gasoline-blue-c5c01da4-049d-3a7a-e053-0100007fb630;
17900,5000,95.0,Harley-Davidson Softail,07/2020,Gasoline,,Used,Low rider S colore BARRACUDA SILVER,/offers/harley-davidson-softail-low-rider-s-colore-barracuda-silver-gasoline-grey-c1873ab0-3de6-9127-e053-0100007f461a;
10000,108764,48.0,Harley-Davidson,07/1971,Gasoline,,Used,,/offers/harley-davidson-others-gasoline-black-8c34cec4-f229-211a-e053-0100007f6fd1;
10390,43,,Aprilia RS 660,06/2021,Gasoline,Manual,Used,Lava Red 35 KW Version,/offers/aprilia-rs-660-lava-red-35-kw-version-gasoline-1fbc7622-03ba-43cc-8d65-a4a29e671c45;
10250,4940,150.0,Suzuki GSX-S 1000,03/2020,Gasoline,,Used,,/offers/suzuki-gsx-s-1000-gasoline-black-77c677c4-f12b-3b24-e053-0100007f1db6;
6200,38000,75.0,Yamaha Tracer 700,04/2017,Gasoline,,Used,,/offers/yamaha-tracer-700-gasoline-red-2228c2c2-3a46-eb61-e053-0100007fd7f3;
6250,4750,49.0,Kawasaki KFX 700,04/2010,Gasoline,,Used,,/offers/kawasaki-kfx-700-gasoline-green-11e680d9-2d7b-4d94-a20d-19d3cdcae0f2;
7990,7815,95.0,Triumph,01/2019,,,Used,STREET TRIPLE S,/offers/triumph-others-street-triple-s-red-65cd47a8-3baf-49ee-a6ea-452092bc3e53;
12000,19800,148.0,Triumph Rocket III Roadster,04/2012,Gasoline,,Used,,/offers/triumph-rocket-iii-roadster-gasoline-black-2c5b6ac3-1c5b-1b61-e053-0100007fd94a;
14995,0,,Harley-Davidson Softail,01/2021,,,New,- STANDAARD 107,/offers/harley-davidson-softail-standaard-107-black-b1dbf410-096a-4860-a43b-b38ff6ac6559;
10690,36848,,KTM,04/2014,Gasoline,,Used,1290 SUPERDUKE R,/offers/ktm-others-1290-superduke-r-gasoline-orange-555db92a-0bd4-4233-b653-8b3c2d8a1a46;
11950,1900,,Yamaha,01/2021,Gasoline,Manual,Used,TRACER 9,/offers/yamaha-others-tracer-9-gasoline-red-2f30325f-184b-4a69-851a-10ba571ad259;
2200,5595,14.0,Kymco Super Dink 125,10/2019,Gasoline,,Used,,/offers/kymco-super-dink-125-gasoline-red-288067b9-0100-e809-e053-0100007f37a8;
10650,8800,199.0,BMW S 1000 R,09/2014,Gasoline,,Used,,/offers/bmw-s-1000-r-gasoline-red-6631ddbf-3c70-ef14-e053-0100007f2f7f;
12600,13000,95.0,Indian Scout,03/2018,Gasoline,Manual,Used,,/offers/indian-scout-gasoline-black-ae5cd3c5-417c-8064-e053-0100007f3b31;
7000,17767,92.0,Triumph Tiger 800,01/2012,Gasoline,,Used,ABS,/offers/triumph-tiger-800-abs-gasoline-black-3bd6daa2-47b6-4e40-937e-f6af5569ecd1;
11999,10,33.0,Others,04/2020,Gasoline,Automatic,Used,quadro vehicles Qooder | Rijden met autorijbewijs,/offers/others-others-quadro-vehicles-qooder-rijden-met-autorijbewijs-gasoline-black-8198ce5a-5de4-4180-b1ab-d0ccf7b159f3;
12500,16000,135.0,Triumph Tiger Explorer,05/2016,Gasoline,,Used,,/offers/triumph-tiger-explorer-gasoline-white-f9caeabb-0ee7-822a-e053-0100007f8d8b;
10499,1992,1.0,Kawasaki Z 900,01/2020,,,Used,RS,/offers/kawasaki-z-900-rs-black-1d9e4685-c285-4448-9f78-01207c107be6;
18200,19300,125.0,BMW R 1200 GS,01/2018,Gasoline,,Used,ADVENTURE,/offers/bmw-r-1200-gs-adventure-gasoline-blue-919af5f0-2866-4cb7-bb3c-d4981a38a082;
12990,976,48.0,BMW R nineT,03/2021,Gasoline,Manual,Demonstration,Pure A2 48PS,/offers/bmw-r-ninet-pure-a2-48ps-gasoline-blue-548746d2-42ac-43e2-986c-2b168f4a2c72;
22498,0,,Honda CRF 1100,01/2021,,,New,D4,/offers/honda-crf-1100-d4-black-40f45a50-27e0-4c70-8578-1f56ee720dd3;
4990,18899,58.0,Kymco Myroad 700i,04/2012,Gasoline,Automatic,Used,erst 18899 km - Inspektion neu !,/offers/kymco-myroad-700i-erst-18899-km-inspektion-neu-gasoline-silver-7a2a0c31-c4c0-4342-afbe-61d0ca49c078;
8500,13080,91.0,Harley-Davidson Sportster XR 1200,04/2009,Gasoline,,Used,Custom made,/offers/harley-davidson-sportster-xr-1200-custom-made-gasoline-grey-3c7f2bc0-8b46-2c69-e053-0100007f739f;
6100,14100,101.0,BMW R 1200 R,06/2009,Gasoline,Manual,Used,,/offers/bmw-r-1200-r-gasoline-blue-efa933b9-7df3-d93d-e053-0100007faf28;
10400,30300,77.0,Harley-Davidson Fat Boy,10/2009,Gasoline,,Used,FXDF,/offers/harley-davidson-fat-boy-fxdf-gasoline-red-45b455c4-916d-d84a-e053-0100007f02f6;
9290,5719,,Yamaha XJR 1300,06/2017,,,Used,60th Anniversary,/offers/yamaha-xjr-1300-60th-anniversary-yellow-b3b62a0b-293f-404e-9183-5b2d17bb6d7c;
17500,35350,118.0,Honda GL 1800,08/2010,Gasoline,Manual,Used,Deluxe,/offers/honda-gl-1800-deluxe-gasoline-blue-fd6a77d6-08b7-45c3-ab5a-e12eada4df0b;
12900,18500,77.0,Harley-Davidson Custom Bike,07/2015,Gasoline,,Used,,/offers/harley-davidson-custom-bike-gasoline-brown-d4d504c1-9074-a206-e053-0100007f225b;
7799,40000,114.0,Yamaha Tracer 900,02/2017,Gasoline,,Used,,/offers/yamaha-tracer-900-gasoline-red-0b917cd2-4d73-4f9f-a46c-3b822fc9b974;
1899,32000,48.0,Kymco Downtown 300i,12/2011,Gasoline,,Used,kymco dinkstreet 300i 2011,/offers/kymco-downtown-300i-kymco-dinkstreet-300i-2011-gasoline-white-771eb4ac-8ff2-480d-ab6f-c1abd6a515c8;
7700,7000,48.0,Kawasaki W 800,03/2015,Gasoline,Manual,Used,Black Edition,/offers/kawasaki-w-800-black-edition-gasoline-black-fcd14fb4-49ea-4675-87a0-6fb94b60d6ea;
2300,12500,54.0,HM CRE Baja,01/2014,Two Stroke Gasoline,Manual,Used,Motore MINARELLI 80CC,/offers/hm-cre-baja-motore-minarelli-80cc-two-stroke-gasoline-white-6807f994-7e39-4480-925e-1adabecaf56f;
600,1300,1.0,REX RS 450,06/2010,Gasoline,,Used,,/offers/rex-rs-450-gasoline-black-d766583d-a282-433e-bf03-8379c7f23111;
14950,12125,215.0,Harley-Davidson Road King,07/2009,Gasoline,,Used,,/offers/harley-davidson-road-king-gasoline-black-4a5f0ac2-d2c8-1655-e053-0100007ff866;
10400,134000,82.0,Harley-Davidson Street Glide,06/2006,Gasoline,,Used,,/offers/harley-davidson-street-glide-gasoline-beige-8f5f11be-0f12-dd36-e053-0100007f2f97;
150000,1,200.0,Ducati Desmosedici RR,04/2008,Gasoline,,Used,,/offers/ducati-desmosedici-rr-gasoline-red-bbd469a7-6e2f-d37f-e053-0100007fcd50;
16800,1,1.0,Benelli,12/1940,Gasoline,Manual,Antique / Classic,VTA 500,/offers/benelli-others-vta-500-gasoline-black-0e3e8ef4-cf2f-4bb9-9824-fcf96cf1bf66;
7000,5000,58.0,Triumph Scrambler,02/2009,Gasoline,,Used,scambler 900 i.e,/offers/triumph-scrambler-scambler-900-i-e-gasoline-black-f94cc5bb-d43e-c241-e053-0100007f730a;
7000,3500,45.0,Ducati 500 Pantah,10/1982,Gasoline,Manual,Used,,/offers/ducati-500-pantah-gasoline-blue-090cb7c4-c722-fe5b-e053-0100007f96e8;
35750,22032,118.0,Rewaco RF1,02/2019,Gasoline,Automatic,Used,ST -2 touring Trike,/offers/rewaco-rf1-st-2-touring-trike-gasoline-silver-00ca47f0-cd3b-4d08-bbe7-5359220b6d9c;
16999,3850,,Aprilia RSV4,03/2017,Gasoline,,Used,1000 RF,/offers/aprilia-rsv4-1000-rf-gasoline-silver-9bee38ac-adcd-4b29-858f-bd4003f24749;
1100,17000,10.0,SYM Symphony 200,06/2016,Gasoline,,Used,,/offers/sym-symphony-200-gasoline-bronze-7210b9db-082d-4be3-8533-b7fc78c8c7d2;
14490,4914,145.0,Honda CB 1000,01/2019,Others,Manual,Demonstration,RAJ-2ED Neo Sports Café,/offers/honda-cb-1000-raj-2ed-neo-sports-cafe-others-black-7adb5633-9819-4107-8939-a8d0e81c3f4c;
6600,75000,84.0,BMW F 800 GS,04/2009,Gasoline,,Used,abs,/offers/bmw-f-800-gs-abs-gasoline-black-9a1b591f-3fa2-4889-a916-dc901589a36d;
9500,97450,98.0,Honda GL 1500,11/1998,Gasoline,,Used,,/offers/honda-gl-1500-gasoline-black-870be4c4-9ef0-9c55-e053-0100007f9c3f;
12500,57000,125.0,BMW R 1200 GS LC,04/2015,Gasoline,,Used,,/offers/bmw-r-1200-gs-lc-gasoline-white-1980bd4a-8eed-435b-97f9-e79c4439b81e;
6500,3000,54.0,Honda NC 750,09/2019,Gasoline,Manual,Used,,/offers/honda-nc-750-gasoline-red-172112c3-4de3-ff7f-e053-0100007f08f6;
2750,10000,12.0,Piaggio Beverly 350,04/2012,Gasoline,,Used,,/offers/piaggio-beverly-350-gasoline-black-c964f8c1-7add-9c09-e053-0100007f9386;
10490,605,150.0,Suzuki GSX-S 1000,03/2020,Gasoline,,Demonstration,GSX-S 1000S Katana,/offers/suzuki-gsx-s-1000-gsx-s-1000s-katana-gasoline-silver-a9a61940-1c46-4fad-8fba-92e5fe36a685;
7500,38,52.0,Honda CRF 450,05/2019,Gasoline,Manual,Used,R,/offers/honda-crf-450-r-gasoline-red-ec29afbb-564d-6c1b-e053-0100007fa698;
9000,38000,69.0,Harley-Davidson Sportster 1200,06/2008,Gasoline,,Used,,/offers/harley-davidson-sportster-1200-gasoline-black-b2282917-ee7d-4fde-bf0d-67189f924434;
9500,10000,77.0,BMW F 750 GS,09/2018,Gasoline,Manual,Used,,/offers/bmw-f-750-gs-gasoline-white-a5f517c7-8b48-5111-e053-0100007f5d5d;
10500,11447,67.0,Harley-Davidson Roadster,06/2016,Gasoline,,Used,1200 sportster roadster,/offers/harley-davidson-roadster-1200-sportster-roadster-gasoline-black-54bc2657-55a8-43ef-821c-38870ba77773;
11500,980,65.0,Yamaha MT-07,06/2021,Gasoline,Manual,Used,,/offers/yamaha-mt-07-gasoline-black-eea1d365-ba39-4527-89e5-82f3a60c9bf8;
900,5779,4.0,Aprilia Scarabeo,12/2013,Two Stroke Gasoline,,Used,,/offers/aprilia-scarabeo-two-stroke-gasoline-black-78bbe3b9-cc46-f02b-e053-0100007fc87c;
7000,25000,185.0,Suzuki GSX-R 1000,06/2009,Gasoline,,Used,,/offers/suzuki-gsx-r-1000-gasoline-blue-a4678820-80d4-4472-b989-413379f37889;
11990,15,73.0,Yamaha XT 700,05/2021,Gasoline,Manual,Used,XT 700 TENERE 2020,/offers/yamaha-xt-700-xt-700-tenere-2020-gasoline-309bf4c5-4d3e-4c0a-abde-9619db7bad05;
7200,60000,184.0,Suzuki B King,03/2009,Gasoline,,Used,,/offers/suzuki-b-king-gasoline-black-cfc04fa6-3623-1367-e053-0100007f0eb3;
7490,8407,,Moto Guzzi Norge 1200,07/2010,Gasoline,,Used,,/offers/moto-guzzi-norge-1200-gasoline-grey-cb082a8b-9ac5-4cb7-b927-e767d50605e8;
6500,11000,52.0,Kymco AK 550,06/2017,Gasoline,Automatic,Used,,/offers/kymco-ak-550-gasoline-black-34d40dbf-bb8b-5c2f-e053-0100007f2a0f;
7000,19200,126.0,Suzuki GSX-R 600,10/2012,Gasoline,,Used,,/offers/suzuki-gsx-r-600-gasoline-blue-97814cc6-fc7b-6968-e053-0100007f59ab;
1450,3788,15.0,Kymco,01/2018,Gasoline,Automatic,Used,New People S 125i ABS MOTORRAD ROLLER SCOOTER,/offers/kymco-others-new-people-s-125i-abs-motorrad-roller-scooter-gasoline-blue-a504b1ee-a1ea-44c9-9f81-6578471a8562;
12000,454,68.0,Yamaha TMAX 560,03/2020,Gasoline,,Used,Tekmax,/offers/yamaha-tmax-560-tekmax-gasoline-green-eb286db9-d392-7d4a-e053-0100007fe548;
12500,13200,197.0,Suzuki Hayabusa,03/2016,Gasoline,,Used,,/offers/suzuki-hayabusa-gasoline-black-c78549dc-470c-43bf-90a9-781c349d77f9;
"7500,63,34.0,Yamaha X-Max 400,08/2020,Gasoline,Automatic,Demonstration,""Tech Max + Akrapovic... trop tard, VENDU !"",/offers/yamaha-x-max-400-tech-max-akrapovic-trop-tard-vendu-gasoline-black-0348e07b-623a-434f-a2d9-0a6a78757a07";
16500,10091,107.0,BMW R 1200 GS Adventure,10/2016,Gasoline,Manual,Used,Light White !!! FULL OPTIONS !!!,/offers/bmw-r-1200-gs-adventure-light-white-full-options-gasoline-white-fd1ed797-73f4-4ad8-a2ea-9c6b284f86e6;
10500,14000,101.0,Honda CRF 1000,07/2018,Gasoline,,Used,Honda Crf1000l Africa twin tricolor DCT- ABS -,/offers/honda-crf-1000-honda-crf1000l-africa-twin-tricolor-dct-abs-gasoline-white-8b07bbce-8cf0-4c7e-bcc5-6723838c4ed0;
8200,33000,170.0,Ducati 1198,05/2010,Gasoline,,Used,,/offers/ducati-1198-gasoline-red-4daf53bb-3071-2f70-e053-0100007fef06;
8390,350,54.0,Kymco AK 550,09/2020,Gasoline,Automatic,Demonstration,i Modell 2020 blau-matt vom Vertragshändler,/offers/kymco-ak-550-i-modell-2020-blau-matt-vom-vertragshaendler-gasoline-blue-79cc7773-c216-9950-e053-e250040a5391;
8800,43680,105.0,BMW R 1200 GS Adventure,07/2009,Gasoline,Manual,Used,,/offers/bmw-r-1200-gs-adventure-gasoline-red-4581fec1-6f5e-805c-e053-0100007f8bf3;
8000,23000,95.0,Buell XB 12,01/2010,Gasoline,,Used,Ss lightning long,/offers/buell-xb-12-ss-lightning-long-gasoline-black-36a111c5-6e84-507e-e053-0100007f22ea;
10250,26171,,Honda VFR 800,01/2016,,,Used,X Crossrunner ABS,/offers/honda-vfr-800-x-crossrunner-abs-red-53ffa5c1-477a-4988-9418-af3b2ce96826;
11900,31199,,BMW R nineT,06/2018,Gasoline,,Used,,/offers/bmw-r-ninet-gasoline-black-04074184-238c-41be-b77d-0b6208442000;
10890,1839,,Yamaha TMAX 560,06/2020,Gasoline,,Used,,/offers/yamaha-tmax-560-gasoline-black-92997a97-7e2b-4bbc-b6a0-9e4284078d6e;
12500,17000,79.0,Harley-Davidson Dyna Fat Bob,09/2013,Gasoline,,Used,,/offers/harley-davidson-dyna-fat-bob-gasoline-black-3bd786ba-82a5-477a-e053-0100007fc6d2;
7500,8200,71.0,Suzuki V-Strom 650,04/2020,Gasoline,,Used,,/offers/suzuki-v-strom-650-gasoline-black-df584fc3-1f99-7129-e053-0100007fedeb;
8500,10500,105.0,BMW R 1200,04/2009,Gasoline,,Used,GS,/offers/bmw-r-1200-gs-gasoline-silver-dcdae4c4-7407-1c25-e053-0100007f362d;
10500,21071,76.0,Harley-Davidson Dyna Street Bob,07/2009,Gasoline,,Used,,/offers/harley-davidson-dyna-street-bob-gasoline-black-9d90b3c2-debe-bb59-e053-0100007fb7ce;
1750,19854,1.0,SYM GTS 300,09/2011,Gasoline,,Used,,/offers/sym-gts-300-gasoline-silver-ee45c7e3-5e87-4752-8801-8b60d10d49f0;
13400,296,160.0,Yamaha,01/2021,Two Stroke Gasoline,Automatic,Used,850 Mountain Max,/offers/yamaha-others-850-mountain-max-two-stroke-gasoline-blue-e6abaf42-8226-42e6-9a85-342be358c5bd;
8000,16000,71.0,Suzuki V-Strom 650,04/2019,Gasoline,Manual,Used,XT RAGGI ABS EURO 4,/offers/suzuki-v-strom-650-xt-raggi-abs-euro-4-gasoline-yellow-21264466-b40f-4ca8-b632-2541ba3754a4;
6111,37000,33.0,BSA A 65,10/1969,Gasoline,,Used,,/offers/bsa-a-65-gasoline-black-39ca9ca9-8433-aa53-e053-0100007f9c60;
10850,9994,80.0,Moto Guzzi V 85,04/2019,Others,,Used,TT SPECIALE,/offers/moto-guzzi-v-85-tt-speciale-others-bea3c601-99f3-4580-968a-02c252ffee40;
10300,950,,Honda X-ADV,06/2020,Gasoline,,Used,,/offers/honda-x-adv-gasoline-silver-39dcf981-aeba-4088-b4e0-6d7d5ecfbc92;
10900,41377,73.0,Harley-Davidson Softail,06/2009,Gasoline,Manual,Used,,/offers/harley-davidson-softail-gasoline-black-5e973aba-d0a2-b410-e053-0100007f1e29;
12490,21513,,KTM 1290 Super Duke GT,02/2016,Gasoline,,Used,,/offers/ktm-1290-super-duke-gt-gasoline-black-0458bfd5-82b4-4516-a8ed-ced4a79ce254;
11900,5000,98.0,Triumph Tiger 800,03/2019,Gasoline,,Used,,/offers/triumph-tiger-800-gasoline-black-c509dbc3-fe79-c266-e053-0100007f72bd;
1990,6675,3.0,Piaggio,05/2019,,Automatic,Used,Liberty,/offers/piaggio-others-liberty-brown-1bc14515-1c9a-414c-80b1-cf2483b0d4f1;
9490,44000,,BMW R 1200 GS,03/2010,Gasoline,,Used,,/offers/bmw-r-1200-gs-gasoline-grey-8011078a-81e4-46c2-8560-eb90fcf51162;
7000,24000,12.0,Harley-Davidson Sportster 883,03/2003,Gasoline,,Used,,/offers/harley-davidson-sportster-883-gasoline-blue-f2d1a6b9-308e-5657-e053-0100007fd60c;
9200,9750,129.0,MV Agusta F3,05/2016,Gasoline,,Used,,/offers/mv-agusta-f3-gasoline-red-007cea93-73a9-4d5b-9c53-65ea5d478c15;
13500,20504,,BMW S 1000 XR,06/2017,Gasoline,,Used,,/offers/bmw-s-1000-xr-gasoline-blue-f74bbf2b-b1cc-419c-9083-9e2e418cd15f;
2400,18700,24.0,Daelim S300 Fi,02/2016,Gasoline,Automatic,Used,,/offers/daelim-s300-fi-gasoline-black-ccaea6bc-64c6-7104-e053-0100007f17de;
11900,23101,163.0,BMW S 1000 R,03/2019,Gasoline,Manual,Used,Abs my17,/offers/bmw-s-1000-r-abs-my17-gasoline-395516c8-3f33-4780-8c63-fd0e70a0abfa;
14950,7400,107.0,BMW R 1200 GS,05/2017,Gasoline,,Used,0,/offers/bmw-r-1200-gs-0-gasoline-black-ce39d5c0-ca39-4bc2-b181-a38da5c49775;
1590,73,20.0,Others,04/2013,Electric,Automatic,Used,,/offers/others-others-electric-green-8c7ff4bf-5087-7d71-e053-0100007fa8cc;
11500,45000,110.0,BMW R 1200 GS Adventure,10/2011,Gasoline,Manual,Used,Bmw GS R1200 Adventure 110 Cv,/offers/bmw-r-1200-gs-adventure-bmw-gs-r1200-adventure-110-cv-gasoline-black-00fbfc5f-a57c-45be-885e-9c6be57bb46a;
8000,10000,68.0,Triumph Bonneville T100,05/2015,Gasoline,,Used,,/offers/triumph-bonneville-t100-gasoline-black-e7e3d4c5-c0a1-9074-e053-0100007ffc3a;
3500,10,151.0,Vespa,02/2021,Gasoline,,Used,,/offers/vespa-others-gasoline-white-acd156bc-8bde-e16f-e053-0100007f0b1f;
3399,0,,Yamaha Aerox,01/2021,,,New,Four stroke,/offers/yamaha-aerox-four-stroke-blue-d3bc8d43-4e60-486a-bd70-8aa05755b375;
8450,19900,,Honda CBR 1000,01/2012,Gasoline,,Used,RR FIREBLADE ABS CBR1000RR,/offers/honda-cbr-1000-rr-fireblade-abs-cbr1000rr-gasoline-black-7ad2ab44-54b1-4174-b3ec-e2953bc0b949;
13000,42000,73.0,Harley-Davidson Rocker C,09/2008,Gasoline,,Used,,/offers/harley-davidson-rocker-c-gasoline-black-7c6b23bc-f17b-6122-e053-0100007f830d;
38500,600,209.0,Ducati 1299 Panigale,05/2020,Gasoline,,Used,,/offers/ducati-1299-panigale-gasoline-red-3d2758c5-6c34-7a03-e053-0100007f72b8;
11700,10000,97.0,Moto Guzzi Eldorado,06/2016,Gasoline,Manual,Used,,/offers/moto-guzzi-eldorado-gasoline-red-5c20d0c5-3038-422b-e053-0100007f6965;
8250,19294,,Yamaha XJR 1300,01/2015,,,Used,Sport Heritage,/offers/yamaha-xjr-1300-sport-heritage-blue-f8de19f9-d775-4f18-8e85-50c4b4711491;
"16850,9500,165.0,BMW S 1000 XR,07/2020,Gasoline,,Used,""Neues Modell, SOS, LED, Euro 5, 165 PS, 1. Hand"",/offers/bmw-s-1000-xr-neues-modell-sos-led-euro-5-165-ps-1-hand-gasoline-grey-d73ac9bc-4672-1e56-e053-0100007fa831";
6000,20740,106.0,Triumph Street Triple R,08/2011,Gasoline,Manual,Used,,/offers/triumph-street-triple-r-gasoline-black-530a5dbd-2e96-1854-e053-0100007f3e10;
10990,29190,,KTM 1290 Super Adventure,10/2016,Gasoline,,Used,,/offers/ktm-1290-super-adventure-gasoline-silver-ce9811e1-f574-4b39-8d6d-e0cf83a2eed9;
"21179,180,165.0,BMW S 1000 XR,03/2021,Gasoline,Manual,Demonstration,""SchaltAssiPro,TouPaket,HG"",/offers/bmw-s-1000-xr-schaltassipro-toupaket-hg-gasoline-red-4836decd-914f-4b0b-8228-ff8426aae632";
8500,8736,48.0,Kawasaki Z 900,05/2019,Gasoline,,Used,2019 / 35kw / 70kw / Arrow / Akrapovic,/offers/kawasaki-z-900-2019-35kw-70kw-arrow-akrapovic-gasoline-green-e5501e6e-f5dd-4441-8c8a-848226057179;
9000,33200,165.0,BMW S 1000 R,08/2017,Diesel,,Used,,/offers/bmw-s-1000-r-diesel-red-0cc005c3-2f6f-205c-e053-0100007fe356;
980,20256,11.0,MZ TS 150,05/1983,Gasoline,Manual,Used,,/offers/mz-ts-150-gasoline-red-38d3a319-feb5-4cb2-8565-357f5db077c4;
13500,20000,125.0,BMW R 1200 GS Adventure,04/2018,Gasoline,,Used,,/offers/bmw-r-1200-gs-adventure-gasoline-red-995f01b9-69af-470a-e053-0100007febf0;
14550,32313,125.0,BMW R 1200 GS Adventure,03/2016,Gasoline,Manual,Used,,/offers/bmw-r-1200-gs-adventure-gasoline-red-80b0e643-bd72-47d7-bf9d-7a8d2da21c13;
6490,9500,64.0,KTM 690 Supermoto,04/2010,Gasoline,Manual,Used,R,/offers/ktm-690-supermoto-r-gasoline-black-9b31abc1-f9a7-4cb6-ad47-93143bef9228;
8500,4800,54.0,Honda NC 750,06/2020,Gasoline,,Used,travel edition,/offers/honda-nc-750-travel-edition-gasoline-black-d4e814b8-7047-4e6a-9ccb-e53f00ff0f39;
6495,78,,Others,01/2019,Electric,Automatic,Used,Ligier NEW ENERGY ELECTRIC VEHICLE 45km/h 2019 NIE,/offers/others-others-ligier-new-energy-electric-vehicle-45km-h-2019-nie-electric-846e8fc6-2524-4565-9257-dcc9326d653e;
2550,5134,4.0,Vespa LX Touring 50,07/2013,Gasoline,,Used,,/offers/vespa-lx-touring-50-gasoline-grey-d6cee8bd-e4fd-bd55-e053-0100007f3b14;
2000,36000,27.0,Honda SH 300,09/2010,Two Stroke Gasoline,,Used,,/offers/honda-sh-300-two-stroke-gasoline-grey-5e70bfc5-234a-736a-e053-0100007fc07c;
12300,3855,,Yamaha Niken,03/2019,Gasoline,,Used,,/offers/yamaha-niken-gasoline-grey-20a0a250-9a97-4b6e-88f0-4b98c3b9b863;
10000,1,1.0,Triumph,02/1930,Two Stroke Gasoline,Manual,Used,,/offers/triumph-others-two-stroke-gasoline-black-816a71bb-1ed7-b778-e053-0100007f2897;
28600,0,,KTM,01/2021,,,New,1290 SUPER DUKE RR,/offers/ktm-others-1290-super-duke-rr-orange-32a33332-724c-4413-80de-047a3cbaa3e0;
"12500,16000,179.0,KTM 1290 Super Duke GT,07/2018,Gasoline,,Used,""Scarico completo Mivv, cupolino touring"",/offers/ktm-1290-super-duke-gt-scarico-completo-mivv-cupolino-touring-gasoline-orange-94fddc51-e1ea-458a-9323-1750cf9919c4";
23889,0,,MV Agusta,01/2018,,,New,F 3 800 RC EAS ABS,/offers/mv-agusta-others-f-3-800-rc-eas-abs-black-e6e7a216-a02c-46b7-9666-6150fdefddb1;
11900,68535,125.0,BMW R 1200 RT,09/2015,Gasoline,,Used,0,/offers/bmw-r-1200-rt-0-gasoline-grey-e67d3a82-62a4-4da8-a3b8-55894afb285e;
38290,0,,Indian Roadmaster,01/2021,,,New,DARK HORSE,/offers/indian-roadmaster-dark-horse-black-33d46db5-df14-4306-a855-0edc40364337;
800,47000,22.0,Aprilia Sportcity 250,05/2019,Gasoline,,Used,,/offers/aprilia-sportcity-250-gasoline-grey-f1bbb7c1-dc74-c339-e053-0100007f973c;
12550,23000,160.0,KTM 1290 Super Adventure,08/2018,Gasoline,,Used,S,/offers/ktm-1290-super-adventure-s-gasoline-black-8db95fc6-950a-5905-e053-0100007fdae4;
8290,8800,,Yamaha XSR 900,04/2017,Gasoline,,Used,,/offers/yamaha-xsr-900-gasoline-yellow-4c45ec43-29e4-4edc-acda-ef988df78c6a;
34989,1123,87.0,Harley-Davidson Softail,04/2020,Gasoline,Manual,Used,FAT BOY LLC - Komplettumbau!,/offers/harley-davidson-softail-fat-boy-llc-komplettumbau-gasoline-05601591-a689-4861-96ab-dcb6d356aa8b;
12500,3100,110.0,BMW R nineT,01/2019,Gasoline,,Used,0,/offers/bmw-r-ninet-0-gasoline-grey-a237b29e-19d4-4ab7-9384-81539afea80f;
9000,35000,68.0,Harley-Davidson FXD,01/2000,Gasoline,,Used,,/offers/harley-davidson-fxd-gasoline-orange-791bc3ba-c13f-c778-e053-0100007fd48b;
9350,7940,167.0,Aprilia Tuono,03/2012,Gasoline,,Used,,/offers/aprilia-tuono-gasoline-black-e18698c2-896c-6013-e053-0100007f08e5;
16790,23150,75.0,Indian Chieftain,04/2015,Gasoline,,Used,,/offers/indian-chieftain-gasoline-black-208d2fc4-7399-ac1d-e053-0100007f3353;
2690,18000,1.0,Kymco X-Town,01/2016,Gasoline,Automatic,Used,300 ABS,/offers/kymco-x-town-300-abs-gasoline-grey-5da9c563-c74a-4ea2-92ea-12855526d984;
1250,2900,4.0,Vespa 50,06/2013,Gasoline,,Used,,/offers/vespa-50-gasoline-black-91b3b7c6-858e-371e-e053-0100007f5fee;
11900,2070,90.0,Triumph Scrambler,07/2020,Gasoline,,Used,,/offers/triumph-scrambler-gasoline-green-b1ef4fc6-7feb-482c-e053-0100007f5883;
10650,22554,173.0,KTM 1290 Super Duke R,08/2014,Gasoline,Manual,Used,1. Hand Top Zustand Akrapovic,/offers/ktm-1290-super-duke-r-1-hand-top-zustand-akrapovic-gasoline-orange-a99aca29-db48-446a-9ade-8d4e0ad55367;
11500,2500,77.0,BMW F 750 GS,04/2021,Gasoline,,Used,,/offers/bmw-f-750-gs-gasoline-white-c1ca1ac5-0566-ea78-e053-0100007f823e;
13500,24000,58.0,Harley-Davidson Ultra Classic,05/1998,Gasoline,,Used,95th,/offers/harley-davidson-ultra-classic-95th-gasoline-red-68381044-f3b9-4e0c-9978-00c605649e72;
13990,589,110.0,BMW R nineT,04/2019,Gasoline,Manual,Used,Urban G/S,/offers/bmw-r-ninet-urban-g-s-gasoline-black-4b89dd94-3dc6-428c-8112-ff71deeefe2f;
10000,3800,111.0,Kawasaki Z 900,08/2020,Gasoline,Manual,Used,RS,/offers/kawasaki-z-900-rs-gasoline-black-40226bc4-4b28-9a44-e053-0100007f9951;
1900,42000,1.0,SYM Joymax 125i,09/2012,Gasoline,,Used,,/offers/sym-joymax-125i-gasoline-grey-2cf807b9-4d8e-8e28-e053-0100007fdbdc;
18900,3200,73.0,Harley-Davidson Rocker C,03/2009,Gasoline,,Used,,/offers/harley-davidson-rocker-c-gasoline-blue-e6992cbc-e171-ae48-e053-0100007f325b;
